"","V1","保单号","V3","险种代码","V5","业务渠道","V7","机构代码","V9","分公司代码","V11","中心支公司代码","V13","支公司代码","V15","总保费","V17","总保额","V19","总折扣金额","V21","手续费比例","V23","代理人代码","V25","车损险保额","V27","三者险限额","V29","附加乘员险保额","V31","保单是否有免赔额","V33","车损险保费","V35","三者险保费","V37","附加乘员险保费","V39","被续保标志","V41","连续被续保年限","V43","续保标志","V45","续保年限","V47","本车是否投保不计免赔标识","V49","三者险是否投保不计免赔标识","V51","车损险附加险个数","V53","三者险附加险个数","V55","批改次数","V57","是否批改关系人","V59","是否批改驾驶人","V61","新车购置价","V63","实际价值","V65","行驶区域代码","V67","车辆已使用年限","V69","车辆生产国别","V71","机动车大类","V73","机动车细类","V75","车牌底色代码","V77","号牌种类代码","V79","标的车辆种类","V81","被保人与车辆关系","V83","是否约定驾驶员标志","V85","是否投保新增设备标志","V87","座位数","V89","排量","V91","使用性质","V93","交管车辆类型","V95","出险次数","V97","赔付金额","V99","案均赔款","V101","报案周期","V103","理赔周期","V105","支付周期","V107","投保人性别","V109","投保人年龄","V111","投保人是否有身份证号","V113","投保人是否有电话","V115","投保人电话是否来源于电销","V117","被保人性别","V119","被保人年龄","V121","被保人是否有身份证号","V123","被保人是否有电话","V125","被保人电话是否来源于电销","V127","上年出险次数","V129","上年赔款金额","V131","车损赔款","V133","客户忠诚度系数","V135","上年浮动原因码"
"36","车损险保费",-0.0390897085905779,"座位数",0.0250336045129265,"本车是否投保不计免赔标识",-0.0198101179396449,"被保人性别",-0.0255110737459898,"出险次数",0.0362590437716489,"被续保标志",-0.0271689257508633,"投保人年龄",-0.0178063900327816,"支公司代码",0.069603619653495,"案均赔款",0.0652332197558513,"附加乘员险保费",0.060239637334977,"投保人电话是否来源于电销",0.0396302481127188,"总折扣金额",-0.0474271791500373,"险种代码",0.0441760299639401,"是否约定驾驶员标志",0.0412344181945914,"连续被续保年限",0.00934482456229299,"车损险保费",0.0255427204898601,"续保年限",-0.0465740003227641,"是否约定驾驶员标志",0.0546657532852801,"是否约定驾驶员标志",0.0110325444904441,"三者险保费",0.0225706644621131,"上年浮动原因码",-0.018872388427376,"交管车辆类型",-0.0349238378092479,"车牌底色代码",-0.0395101386549587,"车损险保费",0.0401028499837582,"车损险保费",0.0401076593980416,"续保标志",0.0505161978051555,"客户忠诚度系数",-0.0375837366110877,"理赔周期",0.0178604367143016,"投保人年龄",0.0167314620049866,"车辆已使用年限",0.00888430001254155,"车牌底色代码",-0.0433303373256291,"理赔周期",0.044300208393132,"总保费",0.0406484469842195,"车损险保费",-0.044806298832562,"被保人性别",-0.0220859135474153,"排量",-0.0470142517893782,"保单号",0.0465070374330686,"是否投保新增设备标志",0.0365946707495577,"理赔周期",-0.0485615033260537,"排量",-0.047029842236877,"车损险保额",-0.0156775575163681,"代理人代码",0.018693705602498,"续保年限",-0.0039750288737343,"分公司代码",0.0135592946389111,"本车是否投保不计免赔标识",0.0038122650828308,"中心支公司代码",0.0582984412399336,"保单是否有免赔额",-0.0435801783934904,"总折扣金额",0.036794284910823,"续保年限",-0.0132299422431524,"续保年限",-0.00950026334717512,"批改次数",0.00564028684131492,"投保人是否有电话",0.0195893310705945,"号牌种类代码",-0.00608983473846107,"本车是否投保不计免赔标识",0.00817833561238838,"三者险附加险个数",0.0305977300505978,"保单号",0.0543119400737916,"是否约定驾驶员标志",-0.043623240902735,"被保人与车辆关系",0.0105062893342727,"批改次数",-0.00853034523025023,"车损险保费",0.0307968308894878,"本车是否投保不计免赔标识",-0.054473040003065,"是否约定驾驶员标志",-0.0427895277265,"被保人与车辆关系",0.0104821844570358,"是否批改驾驶人",-0.0299433156968244,"总折扣金额",-0.0104667870411132,"险种代码",0.0155483457045946,"是否约定驾驶员标志",-0.0309614738195747,"三者险限额",-0.0621169629320271
"37","新车购置价",-0.0381582692578929,"是否批改关系人",-0.0229989349858042,"实际价值",-0.0193660321900408,"投保人性别",-0.0246882338180111,"业务渠道",0.0347976833177746,"理赔周期",0.0264788602101399,"被保人年龄",-0.0176098663863225,"续保年限",-0.0645655758910762,"车牌底色代码",-0.057504662760222,"被保人是否有电话",-0.0596967892316535,"车损险保额",0.0393084653198531,"保单号",-0.0455601637359533,"附加乘员险保额",0.0429933741520092,"机构代码",0.0372778623740325,"被保人年龄",0.00906681826256991,"是否批改关系人",-0.0252205483174968,"车辆已使用年限",-0.044806298832562,"续保年限",-0.0527314008636257,"行驶区域代码",0.00993356811140519,"行驶区域代码",-0.0188438708020972,"投保人电话是否来源于电销",-0.0167132810520074,"座位数",-0.0349023977451214,"险种代码",0.0374938056598612,"新车购置价",0.03976922043688,"新车购置价",0.0397634760272951,"附加乘员险保费",0.0484739227661406,"车损险保额",0.0368209666608336,"案均赔款",0.017108242289152,"车损赔款",-0.0166560036393375,"车损险保费",0.0081910815860285,"保单是否有免赔额",0.0423222895481726,"本车是否投保不计免赔标识",0.0442259942432174,"交管车辆类型",-0.0388049736954643,"上年赔款金额",0.0428720273461721,"中心支公司代码",-0.0213317910921264,"险种代码",0.0449595405743534,"车损赔款",0.0391580468810902,"车损险附加险个数",0.0357889403664227,"行驶区域代码",-0.0459158367929152,"险种代码",0.0450808376006339,"被保人性别",-0.0155212379391677,"业务渠道",0.017834902895141,"理赔周期",-0.00394854625069029,"支公司代码",-0.01312836025209,"三者险是否投保不计免赔标识",0.00381099067666628,"续保标志",0.0576857633224943,"三者险附加险个数",0.0430592770670583,"新车购置价",-0.0364055793091431,"续保标志",0.012427549960138,"险种代码",0.00921046010522589,"投保人是否有电话",-0.00508056412864798,"支公司代码",0.0189448320668478,"车辆生产国别",-0.00605592165343248,"保单号",-0.00800096231235056,"行驶区域代码",0.0267521719549761,"连续被续保年限",-0.0519074470725518,"连续被续保年限",0.0404497248087299,"车辆生产国别",-0.0099947568315195,"本车是否投保不计免赔标识",0.00852126219552297,"上年出险次数",0.0266178469987646,"三者险是否投保不计免赔标识",-0.054472995870383,"代理人代码",-0.0407461463361806,"车辆生产国别",-0.00982799633725788,"业务渠道",0.0276659486424203,"业务渠道",0.0101731197488761,"支公司代码",0.0154011619545228,"新车购置价",-0.0307065388022172,"被保人与车辆关系",0.0510809245286103
"38","理赔周期",-0.0379805332777673,"支付周期",0.0218163088113439,"机动车细类",-0.0191607409824083,"是否批改关系人",-0.0218100949776324,"总折扣金额",-0.028839685372341,"车损险保费",0.0264508606785087,"车损赔款",0.0154011619545228,"三者险附加险个数",0.0625567964595583,"交管车辆类型",-0.0552735150704626,"业务渠道",-0.0583373780948211,"是否约定驾驶员标志",-0.0382059227389539,"本车是否投保不计免赔标识",0.0448785115701649,"代理人代码",-0.0422968546816461,"机动车细类",-0.0370633722310483,"被续保标志",-0.00873417013207366,"机动车细类",-0.0237745999554076,"交管车辆类型",-0.0436282394233969,"案均赔款",0.0517064457153604,"险种代码",0.0094297965738771,"三者险附加险个数",0.0160774461321182,"被保人电话是否来源于电销",-0.0166178765563802,"是否约定驾驶员标志",-0.0344236020302502,"车辆生产国别",0.0361813485095557,"续保年限",0.0397008017453018,"续保年限",0.0396807625845574,"上年浮动原因码",0.048299800989497,"手续费比例",-0.0342300784952362,"被保人是否有身份证号",0.016626909821158,"车牌底色代码",0.0163135703007455,"车辆生产国别",-0.00582742458535977,"行驶区域代码",0.0411098440966359,"三者险是否投保不计免赔标识",0.0442193609467346,"车损险保额",0.037984704914722,"机构代码",-0.0419552995671332,"附加乘员险保费",-0.0179471702017663,"理赔周期",-0.0425608744520886,"三者险限额",-0.0370633722310483,"被保人与车辆关系",0.0355472109982003,"三者险附加险个数",0.0422733467346913,"总折扣金额",-0.0437998825009255,"投保人性别",-0.0153254298604832,"被保人性别",0.0173365806721998,"附加乘员险保额",-0.0034536036843127,"投保人性别",0.0129375371992854,"保单号",-0.00378035440392753,"被续保标志",0.0564174015953499,"理赔周期",-0.0429272500342901,"分公司代码",0.0362590437716489,"险种代码",0.0114949172353154,"被续保标志",0.00893285027713135,"三者险限额",0.0050300214835109,"上年出险次数",0.0180291940496557,"车牌底色代码",-0.0058608202700596,"批改次数",-0.0079762097416945,"上年出险次数",0.0263127172407702,"被保人与车辆关系",0.0518384532085529,"代理人代码",-0.0394606200329433,"被续保标志",0.00931269389708582,"保单号",-0.00829363148018298,"行驶区域代码",0.0257644440527682,"保单号",0.0513947458379568,"中心支公司代码",0.0395595642516235,"被续保标志",0.00920434264258299,"三者险附加险个数",-0.0267187757314854,"三者险是否投保不计免赔标识",0.00961359968593819,"车辆已使用年限",-0.0153525292395781,"是否批改关系人",0.0287945538894441,"机动车细类",0.0494159571014636
"39","标的车辆种类",0.0374864417440605,"业务渠道",-0.021188840136973,"被保人年龄",0.0187051833938992,"车损险保额",0.0217067397262045,"机构代码",-0.0284715778284767,"客户忠诚度系数",0.0256126950489454,"被保人性别",-0.0145989115880326,"本车是否投保不计免赔标识",0.0539571511399183,"理赔周期",0.0384417199639324,"代理人代码",-0.0474271791500373,"上年浮动原因码",-0.0356654243882143,"三者险是否投保不计免赔标识",0.0448258389620399,"出险次数",-0.0417401008728706,"车辆已使用年限",0.0360136741664902,"是否约定驾驶员标志",0.00857782251930399,"支付周期",0.0230316625515428,"附加乘员险保额",0.0414614525734411,"上年浮动原因码",0.0464955179012069,"分公司代码",-0.00840390482647939,"车辆生产国别",-0.014676960023435,"行驶区域代码",0.0156529047531152,"险种代码",-0.033904334450707,"是否约定驾驶员标志",0.0352422814865935,"是否约定驾驶员标志",-0.0389737442669138,"是否约定驾驶员标志",-0.038964492882738,"使用性质",0.047067476879318,"代理人代码",0.0310217097213657,"交管车辆类型",-0.0153313973909184,"车损险保额",-0.0154528766113369,"分公司代码",0.00542496037063786,"本车是否投保不计免赔标识",0.03976922043688,"车牌底色代码",-0.0426551052191107,"批改次数",-0.036260165200415,"三者险限额",0.0360136741664902,"三者险是否投保不计免赔标识",-0.0178267556788955,"总折扣金额",-0.0425266147842432,"客户忠诚度系数",0.0358457581458327,"是否约定驾驶员标志",-0.0345735637581509,"是否约定驾驶员标志",-0.0352674071103777,"理赔周期",-0.0429746518579599,"上年赔款金额",-0.0115901773248783,"投保人性别",0.0169678782925428,"本车是否投保不计免赔标识",-0.00335007831986842,"上年浮动原因码",0.0126177261998172,"出险次数",0.00372728376839631,"三者险是否投保不计免赔标识",-0.0539142580653916,"附加乘员险保费",-0.0417052730856111,"业务渠道",-0.0360152315608332,"被续保标志",0.0112750743057985,"代理人代码",-0.00855170452258704,"被保人是否有电话",-0.00488839944102525,"批改次数",0.0178604367143016,"连续被续保年限",0.00543921026430289,"分公司代码",-0.0072313935854377,"三者险限额",0.0227913582118946,"续保标志",0.0507333712073259,"中心支公司代码",0.038992310115804,"实际价值",0.00827304982930689,"分公司代码",-0.00809042462683046,"三者险限额",0.0222284472886732,"附加乘员险保额",-0.0511533908333383,"连续被续保年限",0.0393152309591665,"实际价值",0.00794485729361388,"被保人年龄",0.0266178469987646,"本车是否投保不计免赔标识",0.00958710274697204,"被保人年龄",-0.0120559628420455,"中心支公司代码",0.0256126950489454,"车损险附加险个数",0.048299800989497
"40","机动车大类",0.0374098094101957,"三者险保费",-0.0211417795557441,"使用性质",-0.0184612926816833,"上年赔款金额",-0.0207045177032892,"实际价值",0.0273478893265129,"标的车辆种类",0.0219544913237051,"总保额",0.0141715551349646,"三者险是否投保不计免赔标识",0.0539441460221322,"投保人年龄",0.0356770746877333,"支公司代码",0.0453780860931103,"三者险附加险个数",-0.0342300784952362,"被保人电话是否来源于电销",-0.0441938059171592,"手续费比例",0.0393084653198531,"投保人电话是否来源于电销",0.034260654311472,"投保人年龄",0.00840612323291769,"投保人是否有身份证号",-0.0220856829637376,"三者险是否投保不计免赔标识",0.0401076593980416,"批改次数",0.0464129305902323,"赔付金额",0.00832333650665169,"总保额",-0.0141019612870878,"车辆生产国别",0.0155444281921578,"车辆生产国别",-0.0294233098752497,"保单是否有免赔额",0.0293639512476483,"理赔周期",0.0382902959525313,"理赔周期",0.0382996251520326,"附加乘员险保额",0.0454196198926007,"被保人年龄",0.0308762917532876,"上年赔款金额",-0.013119324242025,"赔付金额",-0.0154492379664398,"连续被续保年限",-0.00484627123101691,"三者险是否投保不计免赔标识",0.0397634760272951,"保单号",-0.0426341077400771,"车损险附加险个数",-0.0322598698554112,"机动车细类",0.0352755757276046,"本车是否投保不计免赔标识",-0.0178235359229989,"三者险是否投保不计免赔标识",-0.0420515378386617,"车辆已使用年限",0.0352755757276046,"保单号",0.0330194654620881,"附加乘员险保额",-0.032039979999886,"三者险是否投保不计免赔标识",-0.0421389582055064,"车损险附加险个数",0.011523526044759,"车辆生产国别",-0.0135541429577269,"三者险是否投保不计免赔标识",-0.00334772044107192,"被保人性别",0.0121597493991241,"是否约定驾驶员标志",0.00322786407029288,"本车是否投保不计免赔标识",-0.0539136736738093,"行驶区域代码",-0.0388049736954643,"实际价值",-0.0357925925098201,"车辆已使用年限",-0.0110781572955971,"连续被续保年限",-0.00842449994834125,"连续被续保年限",-0.00434365353917562,"总折扣金额",0.0169591308637595,"座位数",0.00492406922760769,"上年浮动原因码",-0.00686549750297625,"使用性质",-0.0194641258161329,"分公司代码",0.0506595423516757,"总保费",-0.0374047472533862,"续保年限",0.00773219274928943,"是否批改关系人",0.00668425443030096,"使用性质",-0.0192658481391492,"出险次数",-0.0507044787281888,"支公司代码",0.0349103540557104,"续保年限",0.00764273164538116,"投保人年龄",0.0263127172407702,"保单号",-0.00944785768246339,"投保人年龄",-0.0115877225034508,"实际价值",-0.0256083743775999,"三者险保费",0.0464955179012069
"41","续保标志",0.0372533072385008,"交管车辆类型",-0.0206304439625236,"座位数",-0.0181883907927999,"出险次数",-0.0202329575073438,"投保人电话是否来源于电销",0.0237595609539461,"机动车大类",0.0215185503454037,"投保人电话是否来源于电销",0.0138821484496662,"保单号",-0.0517087596786042,"被保人年龄",0.0353624394721284,"交管车辆类型",-0.0442913155533741,"座位数",0.0339819311799479,"投保人电话是否来源于电销",-0.0441652154082062,"行驶区域代码",0.037984704914722,"被保人电话是否来源于电销",0.0341964393284174,"上年出险次数",-0.00820156636110158,"车损赔款",0.0182969291020852,"本车是否投保不计免赔标识",0.0401028499837582,"是否投保新增设备标志",-0.0399013653155294,"车损赔款",0.00816624167906312,"出险次数",0.0123759709724948,"三者险附加险个数",-0.0152795506605509,"保单是否有免赔额",-0.0269294594657594,"交管车辆类型",0.0287867243312789,"续保标志",-0.0370934341141487,"续保标志",-0.0370628205250913,"支公司代码",0.040493690992956,"投保人年龄",0.0305977300505978,"三者险是否投保不计免赔标识",0.0130898702381261,"新车购置价",-0.0150311647664183,"被续保标志",0.00475002400047746,"保单号",-0.0381582692578929,"行驶区域代码",0.0425440838717354,"车牌底色代码",-0.0313621159828915,"保单是否有免赔额",0.0351901622478351,"机构代码",0.0174969514123179,"本车是否投保不计免赔标识",-0.0420453616514272,"附加乘员险保额",-0.0346169333123307,"险种代码",0.0329678877942199,"是否批改关系人",0.0308355504124779,"本车是否投保不计免赔标识",-0.0421328328247913,"批改次数",-0.0110204073187863,"机构代码",0.0129910119745933,"是否约定驾驶员标志",-0.00315810523627676,"客户忠诚度系数",0.0115919754386625,"被保人与车辆关系",-0.00305231498742217,"连续被续保年限",-0.0534744736958459,"被保人电话是否来源于电销",-0.0351536961146103,"是否批改关系人",0.0332989566070663,"连续被续保年限",-0.01042333526042,"续保标志",0.00835467593991725,"被续保标志",0.00420363634251771,"上年赔款金额",0.0166937173067772,"代理人代码",-0.00473006087522206,"总保费",-0.00591347331126051,"机构代码",-0.0194513406668905,"附加乘员险保额",-0.0498128881119473,"新车购置价",-0.032828829604724,"新车购置价",0.00748127677442329,"险种代码",0.00562178353928262,"机构代码",-0.0192545369761082,"被保人与车辆关系",0.0473973245423254,"总保费",-0.0334484624976664,"新车购置价",0.00713912165350984,"被保人性别",-0.0245921712146596,"客户忠诚度系数",-0.00933191504903746,"被续保标志",0.0107732009512876,"出险次数",-0.0252569000797894,"手续费比例",-0.0356654243882143
"42","被保人与车辆关系",-0.0365382100212299,"车损险保费",0.0196883008329922,"投保人是否有身份证号",-0.0180560843832171,"车损险附加险个数",-0.0197579426123554,"被保人电话是否来源于电销",0.0236416495789206,"车辆生产国别",-0.0213317910921264,"被保人电话是否来源于电销",0.0138488526519371,"出险次数",-0.0475006461361365,"是否约定驾驶员标志",0.0318012801367694,"是否约定驾驶员标志",-0.0438171228997131,"出险次数",0.0308182440599574,"行驶区域代码",0.0437402609853197,"三者险附加险个数",0.0368209666608336,"上年赔款金额",0.0336858646106685,"车辆已使用年限",0.00787533855733981,"被保人是否有身份证号",-0.018149349607656,"保单号",-0.0390897085905779,"分公司代码",-0.0388668863671382,"案均赔款",0.00814331094219424,"赔付金额",0.0112750743057985,"出险次数",-0.0150780165478362,"实际价值",-0.0232684009313185,"实际价值",0.0212677178031272,"车牌底色代码",-0.0367357139350413,"车牌底色代码",-0.0367569299127569,"被保人是否有身份证号",0.0394195001852146,"上年出险次数",-0.0267187757314854,"本车是否投保不计免赔标识",0.0130579523051173,"行驶区域代码",-0.0144775557116508,"投保人年龄",0.00448279284818026,"出险次数",-0.0364055793091431,"出险次数",-0.0357925925098201,"被保人与车辆关系",0.0277520598558755,"险种代码",0.0351371310919497,"保单号",0.017252385822159,"被保人与车辆关系",0.0407685936315637,"理赔周期",-0.034107415538727,"行驶区域代码",-0.0313621159828915,"出险次数",-0.0300492016995256,"被保人与车辆关系",0.0410475116398415,"投保人电话是否来源于电销",0.0105062893342727,"上年赔款金额",-0.0127474224693704,"支公司代码",-0.0029724037058133,"保单号",-0.0113084770700654,"险种代码",0.00278520449268174,"附加乘员险保额",-0.0518915391932133,"投保人电话是否来源于电销",-0.0351299551826062,"支公司代码",-0.0315861246246434,"代理人代码",-0.0099923901079198,"附加乘员险保费",0.00814331094219424,"本车是否投保不计免赔标识",0.0041096733123177,"续保年限",-0.0158116301728861,"交管车辆类型",-0.00461337762620206,"险种代码",0.0056772442706604,"业务渠道",0.0180388785788347,"出险次数",-0.0481919121905884,"支公司代码",0.0309425539706967,"车损险保费",0.00718300939323163,"行驶区域代码",0.00554958420902228,"业务渠道",0.0187051833938992,"分公司代码",0.0452018552511073,"新车购置价",-0.030310158577933,"车损险保费",0.00693416940231299,"投保人性别",-0.0245802280264524,"座位数",0.0090837966822454,"客户忠诚度系数",0.0100333726215541,"是否批改驾驶人",-0.0187201736780856,"车损赔款",0.0334717100676528
"43","车牌底色代码",0.0330194654620881,"车损赔款",0.0155483457045946,"投保人年龄",0.0180388785788347,"投保人年龄",-0.0194513406668905,"机动车细类",-0.0222404717397612,"是否约定驾驶员标志",0.0193488306282679,"险种代码",0.0137106287679235,"机构代码",-0.0459996239212209,"批改次数",0.0311933567792442,"标的车辆种类",-0.0437998825009255,"被保人是否有电话",0.0271576936670996,"车损险保额",-0.0422968546816461,"被续保标志",-0.036658095570311,"附加乘员险保费",0.0315477604547154,"客户忠诚度系数",0.00769670644035575,"手续费比例",-0.0175403712365253,"投保人年龄",0.0312063622995621,"是否批改关系人",-0.0368871650414514,"车辆已使用年限",-0.00813508250665045,"总保费",0.0111701666819209,"三者险限额",-0.0140274634056769,"上年赔款金额",-0.0228697390304123,"新车购置价",0.0179643784474264,"被保人与车辆关系",0.0359424436665009,"被保人与车辆关系",0.0359442566989701,"投保人是否有身份证号",0.0368788593775545,"三者险保费",0.0227309960709601,"保单号",-0.0130190466957639,"中心支公司代码",-0.0143182521559787,"被保人年龄",0.00433638307877281,"被续保标志",-0.0338901501420925,"被续保标志",-0.03558021797788,"投保人年龄",0.0267521719549761,"是否批改关系人",-0.0312716469622852,"上年浮动原因码",-0.0161786845381788,"业务渠道",-0.0391022862252316,"排量",-0.0329292600826658,"上年浮动原因码",0.030209119501168,"赔付金额",-0.0296993373902463,"业务渠道",-0.039119324944719,"被保人电话是否来源于电销",0.0104821844570358,"车损险保费",0.0124411301262102,"保单号",0.00296938301534526,"是否批改关系人",0.0107825092506513,"三者险限额",-0.00243183803262806,"行驶区域代码",-0.051343211777301,"续保标志",-0.0349238378092479,"手续费比例",0.0308182440599574,"支公司代码",0.00882333425910654,"车辆已使用年限",-0.00809099350366943,"三者险是否投保不计免赔标识",0.00410644013154946,"续保标志",0.0152533201416448,"上年赔款金额",0.00416199085874174,"行驶区域代码",0.00531512963772261,"支公司代码",-0.0178063900327816,"行驶区域代码",-0.0467494505795923,"实际价值",-0.0309172968993779,"车损险保额",0.00671053471473917,"上年浮动原因码",-0.00525289525398358,"是否批改关系人",0.0177069304165958,"行驶区域代码",-0.0435176939382912,"被续保标志",-0.0291623050076586,"行驶区域代码",0.00668206298576272,"赔付金额",0.0237255221555258,"分公司代码",0.00835492892657319,"连续被续保年限",-0.00970865274144656,"车损险保额",-0.0184849795643613,"是否批改驾驶人",-0.0319801808582172
"44","机构代码",-0.0308670282780416,"被保人电话是否来源于电销",-0.0155419881993897,"是否约定驾驶员标志",0.017834902895141,"被保人年龄",-0.0192545369761082,"是否约定驾驶员标志",0.0213302685862539,"交管车辆类型",0.0192444505641537,"投保人性别",-0.0133326865613325,"行驶区域代码",0.0406484469842195,"机构代码",0.0309156976169662,"机动车大类",-0.0425266147842432,"投保人是否有电话",0.0248783061812206,"被保人是否有电话",-0.0407461463361806,"连续被续保年限",0.0359803696793,"客户忠诚度系数",-0.03143261012684,"上年赔款金额",0.00653912090233293,"赔付金额",0.0174263914214,"被保人年龄",0.0307968308894878,"上年出险次数",-0.0368768050292859,"出险次数",0.00804382847126763,"车损赔款",0.0107732009512876,"标的车辆种类",0.0120799054233284,"是否批改关系人",-0.0214164876852237,"车损赔款",-0.0168459387423497,"机构代码",0.030038285345893,"机构代码",0.0300610570010384,"车牌底色代码",0.0357889403664227,"被保人电话是否来源于电销",0.0219926297657005,"三者险附加险个数",-0.0127483625413685,"续保年限",0.0141828862068603,"新车购置价",0.00386300445413981,"连续被续保年限",0.0332537388613696,"连续被续保年限",0.0345821100629527,"被保人年龄",0.0257644440527682,"车牌底色代码",-0.0245316666052999,"连续被续保年限",0.0155444281921578,"是否批改关系人",0.0380473863418346,"被保人与车辆关系",0.0293049808244315,"理赔周期",-0.0300737807185608,"车损险附加险个数",0.0293053806889901,"是否批改关系人",0.0381732018964324,"总保额",0.00916834805172376,"附加乘员险保费",0.0110325444904441,"续保标志",0.00285337537449717,"本车是否投保不计免赔标识",0.010430846571889,"批改次数",0.00229034217350316,"保单号",0.0505025039564578,"投保人年龄",-0.032323381882765,"号牌种类代码",-0.0300492016995256,"附加乘员险保费",0.00832333650665169,"是否投保新增设备标志",-0.00750413990289354,"总折扣金额",0.00406009907340128,"分公司代码",0.0140914364007533,"行驶区域代码",0.00399721045733517,"是否批改关系人",0.00523178215609331,"是否批改关系人",0.0167314620049866,"支公司代码",-0.0446009656933044,"被续保标志",-0.0298093335750656,"行驶区域代码",0.00662377145853559,"投保人电话是否来源于电销",0.00484084552544692,"支公司代码",-0.0176098663863225,"支公司代码",-0.0406261194051064,"实际价值",-0.0282950399212111,"车损险保额",0.00635762809700675,"总保费",0.0210910912705432,"被续保标志",-0.00818810443171393,"使用性质",0.00970631601429088,"被保人电话是否来源于电销",-0.0175103898850164,"车牌底色代码",0.030209119501168
"45","是否批改关系人",0.0254774003399291,"投保人电话是否来源于电销",-0.0155316859185593,"车辆已使用年限",0.0168538221514801,"上年出险次数",-0.0191672213284827,"排量",-0.0190258296160075,"被保人性别",-0.0191249455717768,"座位数",-0.01312836025209,"保单是否有免赔额",0.037659475577042,"上年出险次数",-0.0301533803651841,"案均赔款",0.0418651862457185,"排量",0.0239151286758118,"投保人是否有电话",-0.0394606200329433,"被保人性别",-0.030980246432507,"是否批改关系人",-0.0310946634771758,"手续费比例",-0.00598097260820973,"附加乘员险保额",0.0173936309638732,"中心支公司代码",0.0264508606785087,"附加乘员险保额",0.0354254687951922,"批改次数",0.00781531042331792,"标的车辆种类",-0.0101071830597353,"机动车大类",0.0119089045196322,"新车购置价",-0.0200846576453,"上年赔款金额",0.0161305354396289,"是否批改关系人",-0.0254858246982245,"是否批改关系人",-0.0254745013443852,"被续保标志",0.033439221216282,"投保人电话是否来源于电销",0.021972308164084,"保单是否有免赔额",0.012139925835721,"被保人是否有身份证号",0.0125805293063457,"被保人与车辆关系",0.00375078935314203,"投保人是否有电话",-0.032828829604724,"投保人是否有电话",-0.0309172968993779,"总折扣金额",0.0255919611210596,"机动车大类",0.0232888101312936,"被续保标志",-0.014676960023435,"保单号",0.0374098094101957,"是否批改关系人",0.0271963515565493,"车损险保额",-0.029110578403007,"案均赔款",-0.0287755705260594,"保单号",0.0374864417440605,"出险次数",0.00763880814698098,"附加乘员险保额",0.00857782251930399,"投保人性别",-0.00250327869531527,"三者险是否投保不计免赔标识",0.0104277384671083,"投保人性别",0.00198779164348542,"车损险附加险个数",0.047067476879318,"被保人年龄",-0.0316531809659954,"三者险限额",0.029966467881149,"投保人是否有电话",0.00760161824899914,"机动车细类",-0.00715778359847952,"保单号",-0.00405784856179133,"代理人代码",-0.010528982611718,"附加乘员险保费",0.0038526847995788,"理赔周期",0.00506098507326215,"上年赔款金额",0.0135119185309352,"车损险附加险个数",0.0368788593775545,"被保人与车辆关系",0.0274140193753417,"被保人性别",0.00484084552544692,"被保人电话是否来源于电销",0.00473861365059338,"上年赔款金额",0.0128341428724614,"车损险附加险个数",0.0394195001852146,"手续费比例",0.0271576936670996,"被保人性别",0.00473861365059338,"投保人电话是否来源于电销",-0.021032248500022,"中心支公司代码",0.00789883061015112,"分公司代码",-0.00856419772027622,"投保人电话是否来源于电销",-0.0174675360049686,"中心支公司代码",0.0301244536224042
